3451678936120034	3451678718602965	2012-05-31 09:30:49.0	0.0
3451679179113876	3451678718602965	2012-05-31 09:31:48.0	0.0
3451679712101670	3451678718602965	2012-05-31 09:33:55.0	0.0
3451679808575305	3451678718602965	2012-05-31 09:34:18.0	-1.0
3451679855210261	3451678718602965	2012-05-31 09:34:29.0	0.0
3451679908955816	3451678718602965	2012-05-31 09:34:42.0	0.0
3451680496472600	3451678718602965	2012-05-31 09:37:02.0	-1.0
3451681474252548	3451678718602965	2012-05-31 09:40:56.0	-1.0
3451681578650921	3451678718602965	2012-05-31 09:41:20.0	0.0
3451683013222805	3451678718602965	2012-05-31 09:47:01.0	-1.0
3451684133433235	3451678718602965	2012-05-31 09:51:29.0	-1.0
3451684527118696	3451678718602965	2012-05-31 09:53:03.0	0.0
3451684573258245	3451678718602965	2012-05-31 09:53:14.0	0.0
3451684937890465	3451678718602965	2012-05-31 09:54:41.0	-1.0
3451687475561811	3451678718602965	2012-05-31 10:04:46.0	0.0
3451689963379000	3451678718602965	2012-05-31 10:14:39.0	-1.0
3451693264462501	3451678718602965	2012-05-31 10:27:46.0	0.0
3451693910011805	3451678718602965	2012-05-31 10:30:19.0	0.0
3451702956658456	3451678718602965	2012-05-31 11:06:16.0	0.0
3451707017231582	3451678718602965	2012-05-31 11:22:23.0	0.0
3451708279709140	3451678718602965	2012-05-31 11:27:25.0	-1.0
3451711370983027	3451678718602965	2012-05-31 11:39:41.0	0.0
3451713283718615	3451678718602965	2012-05-31 11:47:18.0	0.0
3451731910704593	3451678718602965	2012-05-31 13:01:21.0	0.0
3451732484899755	3451678718602965	2012-05-31 13:03:38.0	-1.0
3451733013805376	3451678718602965	2012-05-31 13:05:41.0	0.0
3451734837753664	3451678718602965	2012-05-31 13:12:59.0	0.0
3451736876280063	3451678718602965	2012-05-31 13:21:04.0	0.0
3451740927892419	3451678718602965	2012-05-31 13:37:10.0	-1.0
3451745302431636	3451678718602965	2012-05-31 13:54:34.0	0.0
3451745885464220	3451678718602965	2012-05-31 13:56:52.0	0.0
3451746246189402	3451678718602965	2012-05-31 13:58:19.0	-1.0
3451746736680795	3451678718602965	2012-05-31 14:00:14.0	-1.0
3451746753458923	3451678718602965	2012-05-31 14:00:20.0	0.0
3451746925739828	3451678718602965	2012-05-31 14:01:00.0	0.0
3451747475216316	3451678718602965	2012-05-31 14:03:11.0	0.0
3451747978553383	3451678718602965	2012-05-31 14:05:11.0	1.0
3451759919387300	3451678718602965	2012-05-31 14:52:38.0	0.0
3451777842401480	3451678718602965	2012-05-31 16:03:49.0	-1.0
3451788206190695	3451678718602965	2012-05-31 16:45:02.0	0.0
3451856464321186	3451678718602965	2012-05-31 21:16:16.0	-0.625
3451883899442113	3451678718602965	2012-05-31 23:05:17.0	0.0
3451916384066140	3451678718602965	2012-06-01 01:14:22.0	1.0
3452054523800169	3451678718602965	2012-06-01 10:23:17.0	0.0
3452054968236728	3451678718602965	2012-06-01 10:25:03.0	1.0
3452058579576972	3451678718602965	2012-06-01 10:39:24.0	-1.0
3452533110392873	3451678718602965	2012-06-02 18:05:01.0	0.0
3453007347348637	3451678718602965	2012-06-04 01:29:28.0	-1.0
3453118475490260	3451678718602965	2012-06-04 08:51:02.0	-1.0
3453121298671481	3451678718602965	2012-06-04 09:02:16.0	-1.0
3453251330236565	3451678718602965	2012-06-04 17:38:58.0	0.0
3460916375091532	3460916169520156	2012-06-25 21:17:07.0	-1.0
3460916819872389	3460916169520156	2012-06-25 21:18:51.0	-1.0
3460916874075077	3460916169520156	2012-06-25 21:19:05.0	0.0
3460917033840282	3460916169520156	2012-06-25 21:19:44.0	0.0
3460917369477548	3460916169520156	2012-06-25 21:21:04.0	-1.0
3460917910068174	3460916169520156	2012-06-25 21:23:13.0	-0.5
3460917939798967	3460916169520156	2012-06-25 21:23:18.0	-1.0
3460918074053326	3460916169520156	2012-06-25 21:23:49.0	1.0
3460918392536594	3460916169520156	2012-06-25 21:25:07.0	1.0
